1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 5.250000000000000000e+00 4.895916436729466881e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 5.750000000000000000e+00 5.962561398934020929e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 6.250000000000000000e+00 7.295941103482063284e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 6.750000000000000000e+00 8.601840634175910338e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 7.250000000000000000e+00 1.066262549253229395e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 7.750000000000000000e+00 1.532480586926578496e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 8.250000000000000000e+00 2.803235895869142382e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 8.750000000000000000e+00 7.055271752677726909e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 9.250000000000000000e+00 1.844812546936228273e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 5.250000000000000000e+00 4.721222708335034213e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 5.750000000000000000e+00 5.753343719470867512e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 6.250000000000000000e+00 6.966590474206947192e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 6.750000000000000000e+00 8.228847406956211330e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 7.250000000000000000e+00 1.001003678293625114e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 7.750000000000000000e+00 1.419978221789571080e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 8.250000000000000000e+00 2.476882865714233617e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 8.750000000000000000e+00 6.546883075520377133e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 9.250000000000000000e+00 1.671326818229556466e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 5.250000000000000000e+00 4.624042074655732648e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 5.750000000000000000e+00 5.629460127404092873e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 6.250000000000000000e+00 6.770438574009382648e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 6.750000000000000000e+00 7.896205367187559432e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 7.250000000000000000e+00 9.788694174095371636e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 7.750000000000000000e+00 1.356124804787163498e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 8.250000000000000000e+00 2.446852422370320141e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 8.750000000000000000e+00 5.806400409400449689e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 9.250000000000000000e+00 1.555634918610404384e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 5.250000000000000000e+00 4.510166970428895183e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 5.750000000000000000e+00 5.465634809597145960e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 6.250000000000000000e+00 6.583756429748348182e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 6.750000000000000000e+00 7.698117190218712835e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 7.250000000000000000e+00 9.398047019158924797e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 7.750000000000000000e+00 1.290565572628283348e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 8.250000000000000000e+00 2.292743983374529932e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 8.750000000000000000e+00 5.707396969310024133e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 9.250000000000000000e+00 1.439907404430345196e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 5.250000000000000000e+00 4.333116251785558859e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 5.750000000000000000e+00 5.216798405605439370e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 6.250000000000000000e+00 6.257068669176226194e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 6.750000000000000000e+00 7.230965644205795684e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 7.250000000000000000e+00 8.720834701450361592e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 7.750000000000000000e+00 1.192729089432379652e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 8.250000000000000000e+00 2.021355144706058979e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 8.750000000000000000e+00 5.156507457669166570e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.887391822135097641e+01 9.250000000000000000e+00 1.324134937736080246e+03
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 5.250000000000000000e+00 4.214068890134083745e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 5.750000000000000000e+00 5.118720589639666940e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 6.250000000000000000e+00 6.111418555875496850e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 6.750000000000000000e+00 7.174841916279788734e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 7.250000000000000000e+00 8.686304188595917708e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 7.750000000000000000e+00 1.167782814754764757e+02
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 8.250000000000000000e+00 1.803418514682697094e+02
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 8.750000000000000000e+00 4.690415759823429198e+02
1.000000000000000000e+01 5.000000000000000278e-02 2.212216291070449259e+01 9.250000000000000000e+00 1.208304597359456920e+03
1.000000000000000000e+01 5.000000000000000278e-02 2.592943797404667094e+01 5.250000000000000000e+00 4.081724018940617071e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.592943797404667094e+01 5.750000000000000000e+00 4.951834831156372019e+01
1.000000000000000000e+01 5.000000000000000278e-02 2.592943797404667094e+01 6.250000000000000000e+00 5.934695866473401793e+01
