1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 8.250000000000000000e+00 5.160075649994533364e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 8.750000000000000000e+00 6.755078669324505825e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 9.250000000000000000e+00 8.702558914088619701e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 9.750000000000000000e+00 1.227929850121221875e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 1.025000000000000000e+01 2.219887018040402324e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 1.075000000000000000e+01 6.061810045076647384e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.000000000000000000e+01 1.125000000000000000e+01 1.844812546936228273e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 8.250000000000000000e+00 4.977419643782381087e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 8.750000000000000000e+00 6.477923865942815951e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 9.250000000000000000e+00 8.319678317978028304e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 9.750000000000000000e+00 1.141365860242209038e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 1.025000000000000000e+01 2.041555346639627544e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 1.075000000000000000e+01 5.955832332723125546e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.172102297533479920e+01 1.125000000000000000e+01 1.671326818229556466e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 8.250000000000000000e+00 4.873204472157954115e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 8.750000000000000000e+00 6.311620332493671981e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 9.250000000000000000e+00 8.004959619099604140e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 9.750000000000000000e+00 1.119869208987258276e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 1.025000000000000000e+01 1.986680422588823944e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 1.075000000000000000e+01 5.362378394035273459e+02
1.000000000000000000e+01 5.000000000000000278e-02 1.373823795883263088e+01 1.125000000000000000e+01 1.555634918610404384e+03
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 8.250000000000000000e+00 4.744393839046311712e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 8.750000000000000000e+00 6.142549204021378983e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 9.250000000000000000e+00 7.809296367579725029e+01
1.000000000000000000e+01 5.000000000000000278e-02 1.610262027560939302e+01 9.750000000000000000e+00 1.052661152506469620e+02
